timestamp,device_name,indoor_temperature_c,outdoor_temperature_c,setpoint_temperature_c,mode,power_consumption_watts,compressor_status,fan_speed_rpm,refrigerant_pressure_psi,error_code,filter_status,runtime_hours,wattage_mode
2025-03-04 14:06:17,aircon_1,18,31,16,cool,880,On,1225,244,None,Clean,0,normal
2025-03-04 14:06:47,aircon_1,18,31,16,cool,880,On,1397,246,None,Clean,0,normal
2025-03-04 14:07:17,aircon_1,18,31,16,cool,880,On,1388,245,None,Clean,0,normal
2025-03-04 14:07:47,aircon_1,18,31,16,cool,880,On,1456,243,None,Clean,0,normal
2025-03-04 14:08:17,aircon_1,18,31,16,cool,880,On,1407,245,None,Clean,0,normal
2025-03-04 14:08:47,aircon_1,18,31,16,cool,880,On,1310,244,None,Clean,0,normal
2025-03-04 14:09:17,aircon_1,18,31,16,cool,880,On,1117,242,None,Clean,0,normal
2025-03-04 14:09:47,aircon_1,18,31,16,cool,880,On,1275,241,None,Clean,0,normal
2025-03-04 14:10:17,aircon_1,18,31,16,cool,880,On,1070,243,None,Clean,0,normal
2025-03-04 14:10:47,aircon_1,18,31,16,cool,880,On,1082,243,None,Clean,0,normal
2025-03-04 14:11:17,aircon_1,18,31,16,cool,880,On,1419,243,None,Clean,0,normal
2025-03-04 14:11:47,aircon_1,18,31,16,cool,880,On,1309,242,None,Clean,0,normal
2025-03-04 14:12:17,aircon_1,18,31,16,cool,880,On,1233,242,None,Clean,0,normal
2025-03-04 14:12:47,aircon_1,18,31,16,cool,880,On,1457,240,None,Clean,0,normal
2025-03-04 14:13:18,aircon_1,18,31,16,cool,880,On,1380,240,None,Clean,0,normal
2025-03-04 14:13:48,aircon_1,18,31,16,cool,880,On,1467,242,None,Clean,0,normal
2025-03-04 14:14:18,aircon_1,18,31,16,cool,880,On,1452,241,None,Clean,0,normal
2025-03-04 14:14:48,aircon_1,18,31,16,cool,880,On,1320,241,None,Clean,0,normal
2025-03-04 14:15:18,aircon_1,18,31,16,cool,880,On,1190,240,None,Clean,0,normal
2025-03-04 14:15:48,aircon_1,18,31,16,cool,880,On,1217,239,None,Clean,0,normal
2025-03-04 14:16:18,aircon_1,18,31,16,cool,880,On,1253,237,None,Clean,0,normal
2025-03-04 14:16:48,aircon_1,18,31,16,cool,880,On,1481,237,None,Clean,0,normal
2025-03-04 14:17:18,aircon_1,18,31,16,cool,880,On,1138,239,None,Clean,0,normal
2025-03-04 14:17:48,aircon_1,18,31,16,cool,880,On,1303,238,None,Clean,0,normal
2025-03-04 14:18:18,aircon_1,18,31,16,cool,880,On,1441,236,None,Clean,0,normal
2025-03-04 14:18:48,aircon_1,18,31,16,cool,880,On,1267,236,None,Clean,0,normal
2025-03-04 14:19:18,aircon_1,18,31,16,cool,880,On,1332,234,None,Clean,0,normal
2025-03-04 14:19:48,aircon_1,18,31,16,cool,880,On,1146,236,None,Clean,0,normal
2025-03-04 14:20:18,aircon_1,18,31,16,cool,880,On,1088,238,None,Clean,0,normal
2025-03-04 14:20:49,aircon_1,18,31,16,cool,880,On,1082,240,None,Clean,0,normal
2025-03-04 14:21:19,aircon_1,18,31,16,cool,880,On,1457,241,None,Clean,0,normal
2025-03-04 14:21:49,aircon_1,18,31,16,cool,880,On,1328,243,None,Clean,1,normal
2025-03-04 14:22:19,aircon_1,18,31,16,cool,880,On,1166,245,None,Clean,1,normal
2025-03-04 14:22:49,aircon_1,18,31,16,cool,880,On,1215,247,None,Clean,1,normal
2025-03-04 14:23:19,aircon_1,18,31,16,cool,880,On,1344,247,None,Clean,1,normal
2025-03-04 14:23:49,aircon_1,18,31,16,cool,880,On,1339,249,None,Clean,1,normal
2025-03-04 14:24:19,aircon_1,18,31,16,cool,880,On,1193,251,None,Clean,1,normal
2025-03-04 14:24:49,aircon_1,18,31,16,cool,880,On,1346,251,None,Clean,1,normal
2025-03-04 14:25:19,aircon_1,18,31,16,cool,880,On,1009,253,None,Clean,1,normal
2025-03-04 14:25:49,aircon_1,18,31,16,cool,880,On,1171,252,None,Clean,1,normal
2025-03-04 14:26:19,aircon_1,18,31,16,cool,880,On,1222,253,None,Clean,1,normal
2025-03-04 14:26:49,aircon_1,18,31,16,cool,880,On,1032,252,None,Clean,1,normal
2025-03-04 14:27:20,aircon_1,18,31,16,cool,880,On,1096,253,None,Clean,1,normal
2025-03-04 14:27:50,aircon_1,18,31,16,cool,880,On,1061,255,None,Clean,1,normal
2025-03-04 14:28:20,aircon_1,18,31,16,cool,880,On,1343,253,None,Clean,1,normal
2025-03-04 14:28:50,aircon_1,18,31,16,cool,880,On,1276,253,None,Clean,1,normal
2025-03-04 14:29:20,aircon_1,18,31,16,cool,880,On,1450,251,None,Clean,1,normal
2025-03-04 14:29:50,aircon_1,18,31,16,cool,880,On,1241,251,None,Clean,1,normal
2025-03-04 14:30:20,aircon_1,18,31,16,cool,880,On,1401,250,None,Clean,1,normal
2025-03-04 14:30:50,aircon_1,18,31,16,cool,1493,On,1489,249,None,Clean,1,abnormal
2025-03-04 14:31:20,aircon_1,18,31,16,cool,1349,On,1042,251,None,Clean,1,abnormal
2025-03-04 14:31:50,aircon_1,18,31,15,cool,1626,On,1174,253,None,Clean,1,abnormal
2025-03-04 14:32:20,aircon_1,18,31,15,cool,1657,On,1130,251,None,Clean,1,abnormal
2025-03-04 14:32:50,aircon_1,18,31,15,cool,1355,On,1453,251,None,Clean,1,abnormal
2025-03-04 14:33:20,aircon_1,18,31,15,cool,1706,On,1128,252,None,Clean,1,abnormal
2025-03-04 14:33:50,aircon_1,18,31,15,cool,1486,On,1472,252,None,Clean,1,abnormal
2025-03-04 14:34:20,aircon_1,18,31,15,cool,1611,On,1152,251,None,Clean,1,abnormal
2025-03-04 14:34:50,aircon_1,18,31,15,cool,1333,On,1193,253,None,Clean,1,abnormal
2025-03-04 14:35:20,aircon_1,18,31,15,cool,1654,On,1144,255,None,Clean,1,abnormal
2025-03-04 14:35:51,aircon_1,18,31,15,cool,1359,On,1288,256,None,Clean,1,abnormal
2025-03-04 14:36:21,aircon_1,18,31,15,cool,1597,On,1422,255,None,Clean,1,abnormal
2025-03-04 14:36:51,aircon_1,18,31,15,cool,1679,On,1286,253,None,Clean,1,abnormal
2025-03-04 14:37:21,aircon_1,18,31,15,cool,1586,On,1161,254,None,Clean,1,abnormal
2025-03-04 14:37:51,aircon_1,18,31,15,cool,1513,On,1326,254,None,Clean,1,abnormal
2025-03-04 14:38:21,aircon_1,18,31,15,cool,1504,On,1351,254,None,Clean,1,abnormal
2025-03-04 14:38:51,aircon_1,18,31,15,cool,1495,On,1076,252,None,Clean,1,abnormal
2025-03-04 14:39:21,aircon_1,18,31,15,cool,1364,On,1364,250,None,Clean,1,abnormal
2025-03-04 14:39:51,aircon_1,18,31,15,cool,1356,On,1205,252,None,Clean,1,abnormal
2025-03-04 14:40:21,aircon_1,18,31,15,cool,1752,On,1195,254,None,Clean,1,abnormal
2025-03-04 14:40:51,aircon_1,18,31,15,cool,1747,On,1259,254,None,Clean,1,abnormal
2025-03-04 14:41:21,aircon_1,18,31,15,cool,1450,On,1378,256,None,Clean,1,abnormal
2025-03-04 14:41:51,aircon_1,18,31,15,cool,1363,On,1444,258,None,Clean,1,abnormal
2025-03-04 14:42:21,aircon_1,18,31,15,cool,1624,On,1442,256,None,Clean,1,abnormal
2025-03-04 14:42:51,aircon_1,18,31,15,cool,1365,On,1456,258,None,Clean,1,abnormal
2025-03-04 14:43:21,aircon_1,18,31,15,cool,1394,On,1270,259,None,Clean,1,abnormal
2025-03-04 14:43:51,aircon_1,18,31,15,cool,1570,On,1073,257,None,Clean,1,abnormal
2025-03-04 14:44:22,aircon_1,18,31,15,cool,1514,On,1355,257,None,Clean,1,abnormal
2025-03-04 14:44:52,aircon_1,18,31,15,cool,1427,On,1143,259,None,Clean,1,abnormal
2025-03-04 14:45:22,aircon_1,18,31,15,cool,1588,On,1278,261,None,Clean,1,abnormal
2025-03-04 14:45:52,aircon_1,18,31,15,cool,1698,On,1497,259,None,Clean,1,abnormal
2025-03-04 14:46:22,aircon_1,18,31,15,cool,1497,On,1422,261,None,Clean,1,abnormal
2025-03-04 14:46:52,aircon_1,18,31,15,cool,1768,On,1197,259,None,Clean,1,abnormal
2025-03-04 14:47:22,aircon_1,18,31,15,cool,1700,On,1164,257,None,Clean,1,abnormal
2025-03-04 14:47:52,aircon_1,18,31,15,cool,1631,On,1257,257,None,Clean,1,abnormal
2025-03-04 14:48:22,aircon_1,18,31,15,cool,1361,On,1371,258,None,Clean,1,abnormal
2025-03-04 14:48:52,aircon_1,18,31,15,cool,1445,On,1352,260,None,Clean,1,abnormal
2025-03-04 14:49:22,aircon_1,18,31,15,cool,1291,On,1057,261,None,Clean,1,abnormal
2025-03-04 14:49:52,aircon_1,18,31,15,cool,1576,On,1165,263,None,Clean,1,abnormal
2025-03-04 14:50:27,aircon_1,18,31,15,cool,1519,On,1100,264,None,Clean,1,abnormal
2025-03-04 14:50:57,aircon_1,18,31,15,cool,1378,On,1453,266,None,Clean,1,abnormal
2025-03-04 14:51:27,aircon_1,18,31,15,cool,1784,On,1235,265,None,Clean,1,abnormal
2025-03-04 14:51:58,aircon_1,18,31,15,cool,1283,On,1426,266,None,Clean,1,abnormal
2025-03-04 14:52:28,aircon_1,18,31,15,cool,1702,On,1409,267,None,Clean,1,abnormal
2025-03-04 14:52:58,aircon_1,18,31,15,cool,1759,On,1123,266,None,Clean,1,abnormal
2025-03-04 14:53:28,aircon_1,18,31,15,cool,1662,On,1388,266,None,Clean,1,abnormal
2025-03-04 14:53:58,aircon_1,18,31,15,cool,1250,On,1144,265,None,Clean,1,abnormal
2025-03-04 14:54:28,aircon_1,18,31,15,cool,1571,On,1054,264,None,Clean,1,abnormal
2025-03-04 14:54:58,aircon_1,18,31,15,cool,1484,On,1218,266,None,Clean,1,abnormal
2025-03-04 14:55:28,aircon_1,18,31,15,cool,1721,On,1096,267,None,Clean,1,abnormal
2025-03-04 14:55:58,aircon_1,18,31,15,cool,1393,On,1278,269,None,Clean,1,abnormal
2025-03-04 14:56:28,aircon_1,18,31,15,cool,1567,On,1104,267,None,Clean,1,abnormal
2025-03-04 14:56:58,aircon_1,18,31,15,cool,1385,On,1151,266,None,Clean,1,abnormal
2025-03-04 14:57:28,aircon_1,18,31,15,cool,1669,On,1031,265,None,Clean,1,abnormal
2025-03-04 14:57:58,aircon_1,18,31,15,cool,1632,On,1108,264,None,Clean,1,abnormal
2025-03-04 14:58:28,aircon_1,18,31,15,cool,1278,On,1457,265,None,Clean,1,abnormal
2025-03-04 14:58:58,aircon_1,18,31,15,cool,1380,On,1176,263,None,Clean,1,abnormal
2025-03-04 14:59:29,aircon_1,18,31,15,cool,1473,On,1167,265,None,Clean,1,abnormal
2025-03-04 14:59:59,aircon_1,18,31,15,cool,1513,On,1373,265,None,Clean,1,abnormal
2025-03-04 15:00:29,aircon_1,18,31,15,cool,1494,On,1435,263,None,Clean,1,abnormal
2025-03-04 15:00:59,aircon_1,18,31,15,cool,1642,On,1225,264,None,Clean,1,abnormal
2025-03-04 15:01:29,aircon_1,18,31,15,cool,1758,On,1154,262,None,Clean,1,abnormal
2025-03-04 15:01:59,aircon_1,18,31,15,cool,1572,On,1073,264,None,Clean,1,abnormal
2025-03-04 15:02:29,aircon_1,18,31,15,cool,1308,On,1030,265,None,Clean,1,abnormal
2025-03-04 15:02:59,aircon_1,18,31,15,cool,1691,On,1388,266,None,Clean,1,abnormal
2025-03-04 15:03:29,aircon_1,18,31,15,cool,1792,On,1051,268,None,Clean,1,abnormal
2025-03-04 15:03:59,aircon_1,18,31,15,cool,1266,On,1455,269,None,Clean,1,abnormal
2025-03-04 15:04:29,aircon_1,18,31,15,cool,1306,On,1433,267,None,Clean,1,abnormal
2025-03-04 15:04:59,aircon_1,18,31,15,cool,1574,On,1373,266,None,Clean,1,abnormal
2025-03-04 15:05:29,aircon_1,18,31,15,cool,1673,On,1412,268,None,Clean,1,abnormal
2025-03-04 15:05:59,aircon_1,18,31,15,cool,1789,On,1476,269,None,Clean,1,abnormal
2025-03-04 15:06:29,aircon_1,18,31,15,cool,1328,On,1060,269,None,Clean,1,abnormal
2025-03-04 15:06:59,aircon_1,18,31,15,cool,1377,On,1351,270,None,Clean,1,abnormal
2025-03-04 15:07:30,aircon_1,18,31,15,cool,1657,On,1222,272,None,Clean,1,abnormal
2025-03-04 15:08:00,aircon_1,18,31,15,cool,1590,On,1136,274,None,Clean,1,abnormal
2025-03-04 15:08:30,aircon_1,18,31,15,cool,1612,On,1230,273,None,Clean,1,abnormal
2025-03-04 15:09:00,aircon_1,18,31,15,cool,1461,On,1098,271,None,Clean,1,abnormal
2025-03-04 15:09:30,aircon_1,18,31,15,cool,1464,On,1405,272,None,Clean,1,abnormal
2025-03-04 15:10:00,aircon_1,18,31,15,cool,1739,On,1017,272,None,Clean,1,abnormal
2025-03-04 15:10:30,aircon_1,18,31,15,cool,1277,On,1281,270,None,Clean,1,abnormal
2025-03-04 15:11:00,aircon_1,18,31,15,cool,1303,On,1018,272,None,Clean,1,abnormal
2025-03-04 15:11:30,aircon_1,18,31,15,cool,1337,On,1213,273,None,Clean,1,abnormal
2025-03-04 15:12:00,aircon_1,18,31,15,cool,1311,On,1476,271,None,Clean,1,abnormal
2025-03-04 15:12:30,aircon_1,18,31,15,cool,1400,On,1044,273,None,Clean,1,abnormal
2025-03-04 15:13:00,aircon_1,18,31,15,cool,1689,On,1319,271,None,Clean,1,abnormal
2025-03-04 15:13:30,aircon_1,18,31,15,cool,1471,On,1005,269,None,Clean,1,abnormal
2025-03-04 15:14:00,aircon_1,18,31,15,cool,1773,On,1239,269,None,Clean,1,abnormal
2025-03-04 15:14:30,aircon_1,18,31,15,cool,1440,On,1463,270,None,Clean,1,abnormal
2025-03-04 15:15:00,aircon_1,18,31,15,cool,1363,On,1360,271,None,Clean,1,abnormal
2025-03-04 15:15:31,aircon_1,18,31,15,cool,1621,On,1444,269,None,Clean,1,abnormal
2025-03-04 15:16:01,aircon_1,18,31,15,cool,1663,On,1176,269,None,Clean,1,abnormal
2025-03-04 15:16:31,aircon_1,18,31,15,cool,1487,On,1485,268,None,Clean,1,abnormal
2025-03-04 15:17:01,aircon_1,18,31,15,cool,1609,On,1330,270,None,Clean,1,abnormal
2025-03-04 15:17:31,aircon_1,18,31,15,cool,1648,On,1286,272,None,Clean,1,abnormal
2025-03-04 15:18:01,aircon_1,18,31,15,cool,1434,On,1382,273,None,Clean,1,abnormal
2025-03-04 15:18:31,aircon_1,18,31,15,cool,1654,On,1159,272,None,Clean,1,abnormal
2025-03-04 15:19:01,aircon_1,18,31,15,cool,1445,On,1241,271,None,Clean,1,abnormal
2025-03-04 15:19:31,aircon_1,18,31,15,cool,1391,On,1023,270,None,Clean,1,abnormal
2025-03-04 15:20:01,aircon_1,18,31,15,cool,1478,On,1200,271,None,Clean,1,abnormal
2025-03-04 15:20:31,aircon_1,18,31,15,cool,1502,On,1199,273,None,Clean,1,abnormal
2025-03-04 15:21:01,aircon_1,18,31,15,cool,1494,On,1310,272,None,Clean,1,abnormal
2025-03-04 15:21:31,aircon_1,18,31,15,cool,1728,On,1223,273,None,Clean,1,abnormal
2025-03-04 15:22:01,aircon_1,18,31,15,cool,1627,On,1407,272,None,Clean,1,abnormal
2025-03-04 15:22:31,aircon_1,18,31,15,cool,1255,On,1273,273,None,Clean,2,abnormal
2025-03-04 15:23:01,aircon_1,18,31,15,cool,1281,On,1349,273,None,Clean,2,abnormal
2025-03-04 15:23:32,aircon_1,18,31,15,cool,1619,On,1139,274,None,Clean,2,abnormal
2025-03-04 15:24:02,aircon_1,18,31,15,cool,1653,On,1171,274,None,Clean,2,abnormal
2025-03-04 15:24:32,aircon_1,18,31,15,cool,1565,On,1233,272,None,Clean,2,abnormal
2025-03-04 15:25:02,aircon_1,18,31,15,cool,1678,On,1221,274,None,Clean,2,abnormal
2025-03-04 15:25:32,aircon_1,18,31,15,cool,1633,On,1183,272,None,Clean,2,abnormal
2025-03-04 15:26:02,aircon_1,18,31,15,cool,1594,On,1084,272,None,Clean,2,abnormal
2025-03-04 15:26:32,aircon_1,18,31,15,cool,1430,On,1326,272,None,Clean,2,abnormal
2025-03-04 15:27:02,aircon_1,18,31,15,cool,1744,On,1051,274,None,Clean,2,abnormal
2025-03-04 15:27:33,aircon_1,18,31,15,cool,1674,On,1252,274,None,Clean,2,abnormal
2025-03-04 15:28:03,aircon_1,18,31,15,cool,1485,On,1415,275,None,Clean,2,abnormal
2025-03-04 15:28:33,aircon_1,18,31,15,cool,1551,On,1499,277,None,Clean,2,abnormal
2025-03-04 15:29:03,aircon_1,18,31,15,cool,1419,On,1149,276,None,Clean,2,abnormal
2025-03-04 15:29:33,aircon_1,18,31,15,cool,1466,On,1427,275,None,Clean,2,abnormal
2025-03-04 15:30:03,aircon_1,18,31,15,cool,1732,On,1398,276,None,Clean,2,abnormal
2025-03-04 15:30:33,aircon_1,18,31,15,cool,1342,On,1105,274,None,Clean,2,abnormal
2025-03-04 15:31:03,aircon_1,18,31,15,cool,1539,On,1130,272,None,Clean,2,abnormal
2025-03-04 15:31:33,aircon_1,18,31,15,cool,1412,On,1124,273,None,Clean,2,abnormal
2025-03-04 15:32:03,aircon_1,18,31,15,cool,1636,On,1082,272,None,Clean,2,abnormal
2025-03-04 15:32:33,aircon_1,18,31,15,cool,1650,On,1162,271,None,Clean,2,abnormal
2025-03-04 15:33:03,aircon_1,18,31,15,cool,1547,On,1117,273,None,Clean,2,abnormal
2025-03-04 15:33:33,aircon_1,18,31,15,cool,1755,On,1359,275,None,Clean,2,abnormal
2025-03-04 15:34:03,aircon_1,18,31,15,cool,1545,On,1253,276,None,Clean,2,abnormal
2025-03-04 15:34:34,aircon_1,18,31,15,cool,1703,On,1330,278,None,Clean,2,abnormal
2025-03-04 15:35:04,aircon_1,18,31,15,cool,1509,On,1141,279,None,Clean,2,abnormal
2025-03-04 15:35:34,aircon_1,18,31,15,cool,1402,On,1155,278,None,Clean,2,abnormal
2025-03-04 15:36:04,aircon_1,18,31,15,cool,1589,On,1021,276,None,Clean,2,abnormal
2025-03-04 15:36:34,aircon_1,18,31,15,cool,1406,On,1398,278,None,Clean,2,abnormal
2025-03-04 15:37:04,aircon_1,18,31,15,cool,1383,On,1204,277,None,Clean,2,abnormal
2025-03-04 15:37:34,aircon_1,18,31,15,cool,1388,On,1292,279,None,Clean,2,abnormal
2025-03-04 15:38:04,aircon_1,18,31,15,cool,1434,On,1156,277,None,Clean,2,abnormal
2025-03-04 15:38:34,aircon_1,18,31,15,cool,1725,On,1373,277,None,Clean,2,abnormal
2025-03-04 15:39:04,aircon_1,18,31,15,cool,1700,On,1433,278,None,Clean,2,abnormal
2025-03-04 15:39:35,aircon_1,18,31,15,cool,1614,On,1148,278,None,Clean,2,abnormal
2025-03-04 15:40:05,aircon_1,18,31,15,cool,1515,On,1276,276,None,Clean,2,abnormal
2025-03-04 15:40:35,aircon_1,18,31,15,cool,1703,On,1307,278,None,Clean,2,abnormal
2025-03-04 15:41:05,aircon_1,18,31,15,cool,1506,On,1220,277,None,Clean,2,abnormal
2025-03-04 15:41:35,aircon_1,18,31,15,cool,1541,On,1169,278,None,Clean,2,abnormal
2025-03-04 15:42:05,aircon_1,18,31,15,cool,1463,On,1016,278,None,Clean,2,abnormal
2025-03-04 15:42:35,aircon_1,18,31,15,cool,1377,On,1289,278,None,Clean,2,abnormal
2025-03-04 15:43:05,aircon_1,18,31,15,cool,1409,On,1114,278,None,Clean,2,abnormal
2025-03-04 15:43:35,aircon_1,18,31,15,cool,1329,On,1046,279,None,Clean,2,abnormal
2025-03-04 15:44:05,aircon_1,18,31,15,cool,1528,On,1080,281,None,Clean,2,abnormal
2025-03-04 15:44:35,aircon_1,18,31,15,cool,1618,On,1461,283,None,Clean,2,abnormal
2025-03-04 15:45:05,aircon_1,18,31,15,cool,1548,On,1402,283,None,Clean,2,abnormal
2025-03-04 15:45:36,aircon_1,18,31,15,cool,1466,On,1171,281,None,Clean,2,abnormal
2025-03-04 15:46:06,aircon_1,18,31,15,cool,1334,On,1474,283,None,Clean,2,abnormal
2025-03-04 15:46:36,aircon_1,18,31,15,cool,1365,On,1270,281,None,Clean,2,abnormal
2025-03-04 15:47:06,aircon_1,18,31,15,cool,1726,On,1185,282,None,Clean,2,abnormal
2025-03-04 15:47:36,aircon_1,18,31,15,cool,1637,On,1260,282,None,Clean,2,abnormal
2025-03-04 15:48:06,aircon_1,18,31,15,cool,1634,On,1093,282,None,Clean,2,abnormal
2025-03-04 15:48:36,aircon_1,18,31,15,cool,1518,On,1321,282,None,Clean,2,abnormal
2025-03-04 15:49:06,aircon_1,18,31,15,cool,1456,On,1228,280,None,Clean,2,abnormal
2025-03-04 15:49:36,aircon_1,18,31,15,cool,1762,On,1192,279,None,Clean,2,abnormal
2025-03-04 15:50:06,aircon_1,18,31,15,cool,1413,On,1237,278,None,Clean,2,abnormal
2025-03-04 15:50:37,aircon_1,18,31,15,cool,1492,On,1403,276,None,Clean,2,abnormal
2025-03-04 15:51:07,aircon_1,18,31,15,cool,1708,On,1218,278,None,Clean,2,abnormal
2025-03-04 15:51:37,aircon_1,18,31,15,cool,1650,On,1297,279,None,Clean,2,abnormal
2025-03-04 15:52:07,aircon_1,18,31,15,cool,1683,On,1348,277,None,Clean,2,abnormal
2025-03-04 15:52:37,aircon_1,18,31,15,cool,1693,On,1017,279,None,Clean,2,abnormal
2025-03-04 15:53:07,aircon_1,18,31,15,cool,1771,On,1242,279,None,Clean,2,abnormal
2025-03-04 15:53:37,aircon_1,18,31,15,cool,1322,On,1084,278,None,Clean,2,abnormal
2025-03-04 15:54:07,aircon_1,18,31,15,cool,1595,On,1074,277,None,Clean,2,abnormal
2025-03-04 15:54:37,aircon_1,18,31,15,cool,1738,On,1495,276,None,Clean,2,abnormal
2025-03-04 15:55:07,aircon_1,18,31,15,cool,1331,On,1114,275,None,Clean,2,abnormal
2025-03-04 15:55:37,aircon_1,18,31,15,cool,1610,On,1236,275,None,Clean,2,abnormal
2025-03-04 15:56:07,aircon_1,18,31,15,cool,1575,On,1216,274,None,Clean,2,abnormal
2025-03-04 16:12:30,aircon_1,18,31,15,cool,1367,On,1161,273,None,Clean,2,abnormal
2025-03-04 16:13:00,aircon_1,18,31,15,cool,1511,On,1244,273,None,Clean,2,abnormal
2025-03-04 16:13:30,aircon_1,18,31,15,cool,1546,On,1031,272,None,Clean,2,abnormal
2025-03-04 16:29:53,aircon_1,18,31,15,cool,1776,On,1012,271,None,Clean,2,abnormal
2025-03-04 16:30:23,aircon_1,18,31,15,cool,1635,On,1214,270,None,Clean,2,abnormal
2025-03-04 16:30:53,aircon_1,18,31,15,cool,1791,On,1063,272,None,Clean,2,abnormal
2025-03-04 16:31:23,aircon_1,18,31,15,cool,1404,On,1070,270,None,Clean,2,abnormal
2025-03-04 16:31:53,aircon_1,18,31,15,cool,1284,On,1344,272,None,Clean,2,abnormal
2025-03-04 16:32:23,aircon_1,18,31,15,cool,1723,On,1422,271,None,Clean,2,abnormal
2025-03-04 16:32:53,aircon_1,18,31,15,cool,1466,On,1173,273,None,Clean,2,abnormal
2025-03-04 16:33:24,aircon_1,18,31,15,cool,1284,On,1342,274,None,Clean,2,abnormal
2025-03-04 16:33:54,aircon_1,18,31,15,cool,1378,On,1435,276,None,Clean,2,abnormal
2025-03-04 16:34:24,aircon_1,18,31,15,cool,1383,On,1068,276,None,Clean,2,abnormal
2025-03-04 16:34:54,aircon_1,18,31,15,cool,1719,On,1170,277,None,Clean,2,abnormal
2025-03-04 16:35:24,aircon_1,18,31,15,cool,1409,On,1500,278,None,Clean,2,abnormal
2025-03-04 16:35:54,aircon_1,18,31,15,cool,1392,On,1461,278,None,Clean,2,abnormal
2025-03-04 16:36:24,aircon_1,18,31,15,cool,1664,On,1433,280,None,Clean,2,abnormal
2025-03-04 16:36:54,aircon_1,18,31,15,cool,1251,On,1321,279,None,Clean,2,abnormal
2025-03-04 16:37:24,aircon_1,18,31,15,cool,1713,On,1101,278,None,Clean,2,abnormal
2025-03-04 16:37:54,aircon_1,18,31,15,cool,1699,On,1331,280,None,Clean,2,abnormal
2025-03-04 16:38:24,aircon_1,18,31,15,cool,1510,On,1079,280,None,Clean,2,abnormal
2025-03-04 16:38:54,aircon_1,18,31,15,cool,1477,On,1046,278,None,Clean,2,abnormal
2025-03-04 16:39:24,aircon_1,18,31,15,cool,1762,On,1327,280,None,Clean,2,abnormal
2025-03-04 16:39:54,aircon_1,18,31,15,cool,1269,On,1107,280,None,Clean,2,abnormal
2025-03-04 16:40:24,aircon_1,18,31,15,cool,1486,On,1221,279,None,Clean,2,abnormal
2025-03-04 16:40:55,aircon_1,18,31,15,cool,1675,On,1499,278,None,Clean,2,abnormal
